-1658.21319591 0.0 95.1346034798
-1657.89994528 0.0 95.1779628433
-1657.58669465 0.0 95.2213222068
-1657.27344403 0.0 95.2646815703
-1656.93486399 0.0 95.413778393
-1656.59266546 0.0 95.577980567
-1656.25046694 0.0 95.742182741
-1655.85236733 0.0 96.1225176882
-1655.43563402 0.0 96.5748968932
-1655.01890072 0.0 97.0272760983
-1654.47314602 0.0 97.2985897696
-1653.84997848 0.0 97.4612641208
-1653.22681095 0.0 97.623938472
-1652.56455822 0.0 97.9463737825
-1651.86322029 0.0 98.4285700524
-1651.16188236 0.0 98.9107663224
-1650.40384145 0.0 99.2670999094
-1649.55129554 0.0 99.4136623583
-1648.69874964 0.0 99.5602248073
-1647.64326124 0.0 99.6702643815
-1645.97894534 0.0 99.6707353314
-1644.31462944 0.0 99.6712062813
-1642.66096721 0.0 99.7886044953
-1641.08188067 0.0 100.724493557
-1639.50279413 0.0 101.660382619
-1637.92370759 0.0 102.596271682
-1635.93838791 0.0 101.599130016
-1633.95306824 0.0 100.60198835
-1631.96774857 0.0 99.6048466848
-1629.63226727 0.0 99.8915920533
-1627.24676289 0.0 100.361749855
-1624.8612585 0.0 100.831907657
-1621.61168319 -8.23652235826e-18 100.203931017
-1618.07408424 0.0 99.2099095637
-1614.53648529 0.0 98.21588811
-1610.31834124 0.0 98.3889240264
-1605.69187013 0.0 99.2621943648
-1601.06539903 0.0 100.135464703
-1597.30932829 0.0 99.6479077267
-1594.42365794 0.0 97.7995234352
-1591.53798758 0.0 95.9511391437
-1587.82652688 0.0 92.6353248966
-1582.73874894 0.0 86.873794057
-1577.650971 0.0 81.1122632175
-1572.61940959 0.0 77.187067963
-1567.75649775 0.0 78.770879464
-1562.8935859 0.0 80.3546909649
-1558.09625646 0.0 81.3005719122
-1553.7580038 0.0 77.7809389845
-1549.41975115 0.0 74.2613060567
-1545.08149849 0.0 70.741673129
-1536.34878339 0.0 64.4149695949
-1527.61606829 0.0 58.0882660608
-1518.88335319 0.0 51.7615625267
-1511.06446298 0.0 50.0385793811
-1503.37611918 0.0 48.9732705767
-1495.68777539 0.0 47.9079617724
-1490.0190954 0.0 48.7938086715
-1485.02363669 0.0 50.330040805
-1480.02817798 0.0 51.8662729385
-1468.95591725 0.0 50.1744740276
-1454.23757531 0.0 46.5458564901
-1439.51923337 0.0 42.9172389525
-1422.70151346 0.0 37.3805470435
